Taxa and Samples	BJ1-L	BJ2-L	BJ3-L	BJ4-L	BJ5-L	BJ6-L	LC1-L	LC2-L	LC3-L	LC4-L	LC5-L	LC6-L	S1-L	S2-L	S3-L	S4-L	S5-L	S6-L	TH1-L	TH2-L	TH3-L	TH4-L	TH5-L	TH6-L	TY1-L	TY2-L	TY3-L	TY4-L	TY5-L	TY6-L	YL1-L	YL2-L	YL3-L	YL4-L	YL5-L	YL6-L	ZZ1-L	ZZ2-L	ZZ3-L	ZZ4-L	ZZ5-L	ZZ6-L
b5efa36a4f66d0e7a8a85637c8fd2f18	0	0	0	2.724099418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.725775861	1.859026372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.399995943	2.269164644	0	3.300058915
8599492dd03140a7c9a951b9fc01db1e	0	0	1.288408834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.919254533	0	2.810779157	0	2.841625063	2.580528972	0	1.91753784	0	0	0	0	0	0	0	0	0	0	0
40bb6d06d91d9dd43982673d58a2ddca	0	0	0	0	0	0	0	3.247927513	0	2.2247254	0	0	3.768993357	0	2.809056578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71cdbea43b3d63836e5e94a1ed967f55	0	0	1.594366604	0	5.032015376	0	0	0	0	0	0	0	2.011436334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.071660985	0	0	0	0	0	0	0	0	0	0	0
c222493a62b9559a01ffc7159c58dbbf	0	3.111976613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.605089444	0	0	0	0	0	3.121986232	0	0	0	0
7a9386c504ba21d9952c52a2f56a6c9d	0	2.873310292	0	0	0	0	0	0	0	0	0	0	0	0	0	2.399761716	0	0	0	0	0	2.420915908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cb2094dd49d95d1dfbca51057fa8f60d	0	0	0	0	0	0	0	0	0	0	3.744306744	0	0	0	0	0	0	0	0	0	0	0	3.477047162	3.92819925	0	0	0	0	0	0	0	1.878114502	0	0	3.584159836	0	0	0	0	0	0	0
0259a0e1dd6de5bc7054b136b84e513b	1.775372273	0	0	0	0	0	0	0	0	3.79283113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.607370356	4.416974208	0
8ab1ac11878909dddec1bb759c24c7d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.093551339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.587496657	0	2.661470814	0	0	0
e09b2d7506df2a62dd75bc5d8ab571bf	0	2.522453533	2.061322497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.590991323	0	0	0	1.798024636	0	0	0	2.405781694	0	4.022623182	3.684716214	0	0	0	0	0	0	0	0	0
111b828c128c04f835d2e813e4cf2b43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.887285731	0	2.641586413	0	2.414627318	0	0	0	0	0	0	0	0	0	0	0	0	0
ecd9dcbe15ec5993e7b642eb79b199cd	0	0	5.686233784	0	0	0	0	4.459431619	0	4.564237017	0	0	0	0	0	0	4.637776148	0	0	0	0	0	0	0	4.951692707	4.096206565	2.916518366	2.232956095	3.510501357	4.86236596	0	0	0	0	0	0	3.625231025	3.121986232	4.032603737	3.309519425	0	0
55a1c47726150b4195381f2cde85e2de	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.804884553	0	0	0	0	0	0	0	0	0	0	2.301625983	0	2.227138683	0	0	0	0	0	0	0	0	0	1.790151712	0	0	0
5b6dddb26eb7fd7fc36e76a7bcb1a22a	3.621590341	0	3.509266745	0	0	0	0	0	0	3.432681253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.294204627	2.170588298	0	0
f4aaa37cf691d7a9747a005e0a8309e6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.222392421	3.373759759	3.684716214	3.141316014	5.582494063	4.837013132	0	0	0	0	0	0
467f615c94a6098cad63000e914c7c7a	0	0	3.648543777	0	0	0	0	0	0	0	0	0	2.820417642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.282781017	0	0	0	0	0	0	0	0	2.993816668	0	0	0
c8ec11b8d3a1748d13cf709f50f20239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.247420619	3.471293786	1.963786261	0	0	0	0	0
56cdc6554159b5f7297e72a681f6629b	0	0	0	0	0	0	0	0	0	4.02761825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.940515567	3.93643888	0	2.150358501	0	0	0	0	0	0	0	0	0	0	0	0
dceb941d2197d11b54f14712998e9c08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.207920124	0	1.931940631	1.443442459	0	0	0	0	0	0	0	0	0	0	0	0
ee902da0182b78aea19a6cb6c851a7af	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.506283617	4.459766288	1.593670948	0	0	0	0	0	0
91f213e20d9f5aa5d1670926e5ff1a55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.381596778	0	2.705385086	2.742647006	0	0	0	0	0	0	0
9cde2a396d5b121c168ae9fecdee2cd5	5.092458304	0	2.489612901	0	9.40252378	0	0	0	0	0	0	5.669481786	0	0	5.389954983	0	0	0	0	5.563655308	5.569366814	0	4.645241898	0	0	3.192218187	5.672425342	0	3.101091999	0	6.099980881	5.353025218	7.995895781	0	5.295735138	0	0	0	0	3.057018483	0	5.130797451
5569c4561daa647440f9490ae9eef005	0	2.522453533	0	0	0	0	0	0	5.784442396	0	5.121921837	5.480880452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.710825069	0	0
b251ca8945ed83d4da7bb8ef6d717fa3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.397140444	0	4.220534475	0	0	0	0	0	0	0	0	0	4.23178791	3.888090388	1.362035019	0	0	0	0	0	0	4.421025033
fc8256bf26fd4cf6e9a68981ff7d2521	0	2.708521574	0	0	0	0	2.528294292	3.523561956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9aa249d9381a729d812a5f1930e460a6	4.724882969	0	2.061322497	0	0.911543772	3.162844275	2.332053793	0	0	2.560460375	5.167890457	0	9.728596858	3.390812263	6.986387863	0	4.770001709	8.511552968	6.967894921	0	0	2.880716696	4.902261933	4.209879908	3.315896582	2.391502667	0	0	5.336980873	0	3.29223641	1.225257427	0	0	0.836116044	0	4.181209931	0	0	4.673244664	7.046815371	0
0c39ede6da50bbdfde1472b313d68968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.701814289	0	0	0	0	0	0	0	0	0	2.983800465	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06618183	0	0	0
9f5a32e8556dd14e6c8c8d3649df9f4c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.536714905	5.686966807	0	0	0	0	0	0	0	0	0	0	6.512833496	0	0	0	0	0	0	6.416611858	6.053129672	3.851020086	4.688739983	6.849183768	13.90057017	0
dbe23fcd2d33179cdfc72537afa2b576	4.561761409	0	0	0	0	0	4.036256272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.346399718	5.068696979	0	4.87646999	3.510501357	7.078266705	0	0	0	0	0	0	3.625231025	0	0	0	0	0
7e6e403c28818f1ff666c2b1e9fb0a85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.460809457	3.285806891	0	2.881773039	0	0	2.227138683	0	2.989946335	0	0	0	0	0	0	0	0	0	0	0
1c75f394a80c6557d2e44022f0c2663a	0	2.765568307	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24508297	0	0	0	0	6.249623432	5.149985354	0	0	0	3.887804693	0	3.889174238	0	0	0	0	0	1.91117756	2.742647006	4.041995207	0	0	0	0	0	0
39bf9b3e466eef117f4c55503329aa01	4.261115169	1.963503382	0	0	0	0	0	0	0	0	0	0	2.181783167	0	0	0	0	0	0	0	0	0	0	0	2.672418102	0	0	2.376963748	2.906453065	0	0	0	0	0	0	0	0	0	0	0	0	0
fc406207c83cfa43926bd0630bd1b4e8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.519221547	0	0	0	0	0	0	0	0	0.731619444	1.507862848	0	0	0
3699ab43c0058e3562d27197b064a089	0	0	0	0	0	0	3.181171402	2.700439718	0	0	0	0	0	0	0	3.379863783	3.344785518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4090488e188112094695faa0ebab58f8	0	2.649125912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33821575	0	0	0	0	2.667185143	2.274041898	0	2.463391184	0	0	1.345493625	0	0	0	0
73c5bbfce46aac8ca043ba07ac2a74af	0	0	0	3.083491754	0	2.401621109	0	0	0	0	2.730526618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.439356049	2.874182727	0	0	0	0	2.838885129	2.049341455	0	0	0	0	0	0	0	0	0
39ed56fc0e514a2ef62696bcc9dbb43b	2.975614186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.516094591	0	2.738726508	2.906453065	0	0	0	0	0	0	0	0	0	0	0	0	0
7205bc5f64fca03cd3cd92be2f094337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.944735616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.594064708	2.79587453	3.409957631	2.064779218	0	0
d68b51fcbae7f8bd0725d799f279f26a	0	3.354385072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.063036662	0	0	0	0	0	0.821997968	0.772172248	1.856024503	0.799246864	2.29237994	0.363580499	0	0	0	0	2.562605013	0	0	1.678826089	0	0	0	0
9325f55da04db8ef994aebadb84656d2	0	3.561862017	0	0	0	0	3.397499649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.37443585
57510ca66db83a59eaaa0edff42e931c	0	0	0	0	0	0	0	3	0	2.402337198	0	0	0	0	2.461055971	0	0	0	0	0	0	0	0	1.401159606	0.821997968	0	0	0	0	0	0	0	0	0	0	0	0	1.465367814	0	0	0	0
7e1975b0d21a51973103bee1e425d825	0	0	0	0	0	0	0	2.906890596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.023633657	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86280081	0	0	0	0	0
a53350eaf8390dae75acdc3968603947	3.573457539	2.587179547	0	0	0	0	3.790701675	0	0	0	0	0	0	0	0	7.133762989	3.030063897	0	0	0	0	4.631429966	0	0	0	0	0	4.424831936	0	0	5.284031487	0	0	0	0	5.247914743	0	4.317187564	0	3.309519425	0	0
fb9e7af4ad361c6c2d40d8ed3eeac780	0	0	3.355093067	0	0	0	2.701009551	4.247927513	0	5.090344209	0	0	0	0	2.556236231	0	0	0	0	0	0	0	0	0	0	0	3.07443364	0	0	0	0	0	2.374499747	3.644413774	4.547157962	7.57521676	3.714883096	3.828838673	4.75591617	4.329281262	0	0
1881715907f8eeeaf5ae75946349ce12	0	2.308784111	0	2.724099418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.421505676	0	0	0.739862573	3.57117753	2.693868173	0	0	0	0	0	1.839772462	0	0	0	0	1.9062485	1.006536259	0	0	0	0	0	0
bb88e3cec2c9fd7dcbfcfa94838648ad	4.561761409	3.238266192	2.877228811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.249067173	0	3.423058086	4.697736909	4.682151274	4.303893389	4.229622568	4.230367099	0	0	0	0	0	0	2.45499767	5.86946855	3.232648179	0	0	4.853503838
5cf3592fbca848fbabdb435903c37e12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.260138059	2.705385086	1.567104315	0	0	0	0	1.184902175	0	0
5e9673a1fced77798691f2df79b71c28	0	0	0	4.229357915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.699698813	2.332371941	0	0	0	0	0	0
98ae88e9e7759276993c7e1682301a48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.277373916	0	0	0	0	0	0	0	0	3.423058086	3.247026967	2.739168903	3.815240669	2.820596457	0	0	0	2.792760226	0	2.049961831	3.011419092	0	0	0	0	0	0
05e208acf645a1147042132de3cbabb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.159383213	3.493605086	3.626872673	0	3.064208454	3.463560686	0	0	0	0	0	0	3.462195933	0	3.542698172	0	0	0
